id,saleprice
1441,220778.74255449924
383,187482.02870291972
285,144092.97226515578
181,105649.67777213953
358,202106.5375800359
780,158796.91160377665
258,190942.13843640115
1865,215978.67767267305
692,117289.05341505118
2902,346878.20693789603
508,254574.06358417022
2638,137491.88824257738
36,129230.81055084584
611,173447.21205244274
2281,143072.44543372764
1678,117594.82338979068
1696,541696.9794994106
1557,88126.65889697273
2180,140267.15161677956
1726,200942.0833907764
951,145648.31658074795
267,212533.20315549904
2706,139307.51191823743
2221,244856.26429699542
1357,156150.54630129554
2901,325561.6341050265
347,172111.54896771553
2164,188083.5034131436
1586,305969.2052506045
360,156349.17688464184
1769,247072.03699181357
2617,164195.3672969514
1879,134349.22074397767
991,235705.27411299566
1535,112363.93989450658
1191,144090.6436951019
1579,203780.62206332124
1882,142831.58515046295
1510,122549.41224277864
2196,155045.51662878608
1845,163997.22922457603
2336,390917.53256231087
942,92069.69303223517
861,132684.20838307354
2555,110331.63272984767
1392,161436.68481899583
2099,240744.7691632094
1543,114863.03889700696
948,270254.37317829736
1239,167215.43338976539
22,194730.39757437725
2796,232666.65133856388
2747,181120.98773040943
92,286539.87328187254
210,172380.50321146872
1858,194308.51326036916
2228,159042.17864233747
447,213728.78109657363
827,232295.32894777507
1649,207479.9774915687
682,136627.8040600665
2698,104941.55148724595
494,164773.91250015653
214,91585.93453187545
2441,241316.97974488774
2679,117355.39465847438
1336,121801.59205354574
465,172335.78299089053
1524,151505.31942693004
2543,112793.72440917951
631,142919.05102922145
2452,313784.4631237686
228,149511.1463978223
126,190926.33018267088
1092,225784.61984934207
1122,216721.6685374815
932,222349.76701265748
1980,100274.6564057806
2171,104095.12366771224
551,167251.89859571806
2768,182006.93622185904
2056,109046.33969885804
1159,349139.1546226262
2645,129640.8377227979
1174,169174.79443537828
2266,215079.691910053
2462,452309.20619761763
1219,145618.61271373788
2922,183008.6124205664
118,142483.1184470948
474,158915.03822370965
2576,144457.7902077575
872,297867.40653125226
1077,194294.9359168213
1536,124869.3440030941
1150,108871.08935140725
2341,333052.249099824
1931,165651.60531003476
2785,139476.83523686306
2538,126299.92388334953
597,192274.53004430165
464,172581.26043923697
233,245689.58066879056
2169,131504.4231827588
2123,173668.19605894206
1867,159175.01371827975
137,272251.47594417306
515,242478.57841546176
933,105868.87900559547
2784,165324.7069309145
972,163450.0734471185
599,150832.39572854387
2614,130899.40524805071
2582,133266.7909721491
1409,181635.2915892702
175,106202.97435157678
352,216722.6630532061
976,94971.552210891
2134,188803.715098628
984,113253.12106343651
2396,406611.667121423
1673,122802.08924586374
404,124394.1613002379
607,148294.82964155675
814,140675.22726668452
868,187783.6491875308
2271,185368.46165097796
1633,226354.06427087332
337,147062.37359577793
2765,174930.70545373988
1746,248629.33331198784
368,306220.6655373818
2806,205350.68514554136
1662,191413.65910683476
1234,219627.9102007585
1373,122912.0256188075
1672,113326.12246168169
1939,123527.34262169986
